time_id,order_date,isholiday
T913,01m-31d-22y,no
T914,02m-26d-22y,no
T915,08m-10d-22y,no
T916,03m-03d-22y,no
T917,07m-06d-22y,no
T918,04m-29d-22y,no
T919,08m-01d-22y,no
T920,06m-27d-22y,no
T921,03m-30d-22y,no
T922,08m-02d-22y,no
T923,12m-04d-22y,no
T924,02m-28d-22y,no
T925,06m-30d-22y,no
T926,09m-04d-22y,no
T927,02m-28d-22y,no
T928,04m-06d-22y,no
T929,05m-24d-22y,no
T930,06m-17d-22y,no
T931,10m-04d-22y,no
T932,02m-22d-22y,no
T933,05m-25d-22y,no
T934,08m-02d-22y,no
T935,05m-25d-22y,no
T936,05m-07d-22y,no
T937,05m-21d-22y,no
T938,05m-01d-22y,no
T939,01m-30d-22y,no
T940,02m-25d-22y,no
T941,04m-29d-22y,no
T942,03m-06d-22y,no
T943,03m-04d-22y,no
T944,02m-22d-22y,no
T945,06m-05d-22y,no
T946,07m-01d-22y,no
T947,05m-04d-22y,no
T948,09m-06d-22y,no
T949,05m-07d-22y,no
T950,04m-21d-22y,no
T951,07m-05d-22y,no
T952,04m-21d-22y,no
T953,08m-10d-22y,no
T954,02m-28d-22y,no
T955,03m-21d-22y,no
T956,06m-18d-22y,no
T957,01m-30d-22y,no
T958,09m-09d-22y,no
T959,02m-28d-22y,no
T960,02m-22d-22y,no
T961,08m-06d-22y,no
T962,03m-21d-22y,no
T963,09m-11d-22y,no
T964,08m-11d-22y,no
T965,06m-09d-22y,no
T966,02m-16d-22y,no
T967,01m-03d-22y,no
T968,03m-24d-22y,no
T969,08m-03d-22y,no
T970,03m-21d-22y,no
T971,04m-06d-22y,no
T972,05m-09d-22y,no
T973,07m-01d-22y,no
T974,05m-09d-22y,no
T975,07m-07d-22y,no
T976,03m-03d-22y,no
T977,01m-27d-22y,no
T978,06m-24d-22y,no
T979,06m-29d-22y,no
T980,06m-23d-22y,no
T981,08m-11d-22y,no
T982,07m-01d-22y,no
T983,06m-09d-22y,no
T984,07m-07d-22y,no
T985,01m-27d-22y,no
T986,03m-03d-22y,no
T987,03m-17d-22y,no
T988,11m-06d-22y,no
T989,06m-23d-22y,no
T990,08m-11d-22y,no
T991,04m-16d-22y,no
T992,03m-24d-22y,no
T993,06m-19d-22y,no
T994,09m-01d-22y,no
T995,09m-09d-22y,no
